Title,cluster,action_cluster,sentiment_score
제품이 항상 문제인게 설치 설명서가 없어요 버체때는 제품이 발매한지 얼마 요청했더니 설명서를 파일로 주셔서 그거보고 설명서가 다행이 영어 번역기,0,1,-1.0
상품 정보 상품명 노래방 설명서 가격 거래방법 택배거래 거래 희망 지역 판매자정보 일산엔틱샵 상품 상세 디스크 기스조금,0,1,1.0
안녕하세요 페리전 차량 취급설명서 책자를 구하고 있는데 혹시 제네시스 홈페이지 파일 말고 종이 책자로 구할 있는 방법이 있을까요,0,1,0.0
차량 설명서중 계기판 부분만 발췌해봤습니다 참고하시고 안전운전하세요,0,1,0.0
상품 정보 상품명 블랙 영어판 설명서 디스크상태굿 가격 거래방법 택배거래 거래 희망 지역 판매자정보 일산엔틱샵 상품 상세,0,1,1.0
정말 경험없는 처음이라 영어 설명서 처음보고 당황 그리고 센치가 아니고 주어진 재료와 정해진 순서대로만 만들다가 설명서보면서 원단 고르고 크기,0,1,-0.3333333333333333
한글 설명서 감사한데 제품 받으면서 꾸깃꾸깃하니 중고품도 아닌데 마음도 꾸깃꾸깃 비닐에 헤드폰이랑 그냥 같이 들어있네요 액땜삼아 본품은 괜찮기를,0,1,0.5
결국 실수로 벌어진 시건 사고라는 저같은 실수하지 마세요 설명서는읽자 제품설명판매처메뉴얼확인필수 돈으로막자,0,1,-0.3333333333333333
프리미어 차량 설명서 책자 구합니다 아버지께서 잃어버리신거 같으셔서 컴퓨터로는 보기가 힘들다고 하셔서 구해봅니다,0,1,-1.5
페이스리프트 사용 설명서 유투브 공유합니다 출고 대기 중이신분들이나 아직 익숙하지 않으신분들 한번씩 보세요,0,1,0.0
안녕하세요 언젠가 사줬던 아들이 꺼내와서 조립해달라고 하는데 설명서가 없습니다 안되고 어플로 검색해봤는데도 안되네요 마인크래프트 같은데 도무지 찾을 수가,0,1,-1.0
드리미 제품설명서를 드리미홈 어플에 있는 다운로드로 다운받으면 에러 문구만 뜨고 다운로드가 안되네요 구입시 동봉된 제품설명서는 중국어로 되어 있어,0,1,-1.0
아는데 설명서에는 스마트회생제동 모드 전방 레이더 센서까지 탑재되어 있다고 하네요 그리고 회생제동은 단계페달모드까지 되는데 설명서에는,0,1,0.0
기능 설명서 읽어보니 정말 많은 발전을 했네요 설치 위치는 직배수를 염두에 두고 설명서 오류 부분 한가지 설명서에는 스테이션 전원꽂고 청소기 본체의 전원을 켜서 발판,0,1,0.3333333333333333
더뉴그랜져 하브 캘리를 중고구입했어요 빌트인캠도 있고 해서 기능은 많은데 더듬더듬 찾아가는중이에요 안내책자가 없어서 한번 보고싶은데 어디서 구할수있을까요,0,1,0.5
안녕하세요 오늘 드디어 샵에서 하브 차량을 인수 했습니다 차에 차량설명서는 없고 간편설명서만 있던데 하브는 두꺼운 책은 안주나요,0,1,-1.0
그럴때 확인설명서는 어떤 종류 쓰세요 제가 오피스텔 계약서는 안써봤는데 최근에 모두 제가 임차인이라 계약서를 안써서 다행이다 생각했는데 확인설명서를 보니 한분은,0,1,0.0
혹시 이레고 설명서 가지고 계신분 있을까요 설명서를 잃어버려 만들지도 못하고 설명서 있으시면 공유 부탁합니다,0,1,-0.5
오늘부터 기다리는동안 쏘나타 디엣지 사용설명서 공부해보려 합니다 처음이니 사용설명서에 나와있는 쏘나타 디엣지 신차 길들이기 항목인데 제가 잘못알고 있을수도,0,1,0.5
제품설명서를 우연찮게 봤는데 너무 재밌게 쓰여져있네요 번째 읽어보세요 괜찮으니까 신속하고 과감해지라네요 이런 신박한 설명서라니 설명서대로 신속하고,0,1,1.0
출처귀뚜라미범양냉방 흡수식 냉온수기 사용설명서 필요하신분 계신거 같아서 하나 용량이 커서 압축으로 올립니다 첨부파일 흡수식냉온수기사용설명서 파일 다운로드,0,1,0.0
한글설명서 가격 거래방법 택배거래 거래 희망 지역 판매자정보 일산엔틱샵 상품 상세 디스크 기스들은 있으나 작동 이상없습니다 설명서 깨끗,0,1,0.0
다시방에 보니 사용설명서가 요약본만 있던데요 예전엔 두꺼운 책자 형식으로 설명서가 있었는데 요즘엔 이런 책자 형식의 사용 설명서는 주지 않나요 기능 찾아 것이,0,1,0.0
아직 따로 스핀마스터측에서 구매링크를 만들어준건 아닌데 설명서를 선공개했더라구요 한국어 설명서는 안내줄 같은 느낌이라 제가 틈날때마다,0,1,-2.0
인포테인먼트 설명서는 정도 얇은 쪼가리 입니다 사용해 보니 사실 자동차 설명서 만큼 두꺼운 책자로 줘야 같아요 다른 분들도 얇은 쪼가리 설명서 외에,0,1,0.0
안녕하세요 혹시 세대 에스컬레이드 설명서 책자 구할수 있는 방법이 있을까요 세대 구매직전인데 책자는 당연히 없더라구요 기왕이면 책자한번 보고싶어서요,0,1,-1.0
설명서인데 사각형안에 알파벳은 무슨뜻일까요 부품위 표기된것 런너알파벳도 아니고 색상표도 아니고 도통 모르겠네요 아시는분은 지식을,0,1,-2.0
취급설명서 삽니다 가격 거래방법 직거래 택배거래 거래 희망 지역 농소동효문동 판매자정보 참별 상품 상세 더뉴싼타페 년식 가솔린 취급설명서,0,1,1.0
안녕하세요 혹시 사용설명서 있으면 요청가능할가요 계기판은 우측 필러에 있는 모델입니다 부탁드리겠습니다,0,1,2.0
확인설명서 번에 관리비는 아파트는 세대당 사용하는 관리비가 있지만 주택의 경우에는 건물청소비등등 내는 관리비가 따로 있잖아요 그럼 확인설명서에는 이걸 모두다 써야,1,1,0.0
소속공인중개사로 현장안내 했다면 중개대상물 확인설명서 현장안내 부분에 소속공인중개사 체크 하는데 이런경우에 계약서 확인설명서에 소공 서명 날인을 같이,1,1,1.0
모든 확인설명서에 표시되야 하는 공통사항입니다 물권 거세실수 대상물건의 표시 권리관계 거래예정금액 세율 실제권리관계 중개보수 실비 물권 거세실수,1,1,-0.3333333333333333
오늘은 서랍장을 열어서 세탁기 건조기 설명서와 안쓰는 안경 보증서 손톱깍기케이스 언젠가 쓸까봐 챙겨둔 종이상자를 비웠습니다 보이지 않은 곳을 번씩 열어보는 것도,1,1,0.0
계약서 앞쪽하단엔 실제거주 주소 확인설명서 앞쪽 권리주소엔 등기부상주소 이래쓰는게 맞는거죠,1,1,0.0
안녕하세요 구매후 일되었는데 도어 잠금 장치에 주의하십시오 사용 설명서를 참조하십시오 시동종료시 에러가 표기됩니다 혹시 해결방법있나요,1,1,0.0
비주거용 건물의 경우 확인설명서내 출입구 방향 기재를 주된출입구로 하고있는데요 집합건물의 경우 건물의 출입구 방향과 내부 호실의 출입구가 방향이 다를경우 건물의,1,1,0.0
사용 설명서를 올려 봅니다 매뉴얼 바디 카메라 사용하기 전에 온스 배터리 용량 충전 시간 시간 포장 목록 카메라 설명서,1,1,0.0
세대 하야부사를 입양했는데 계기판 설정이나 여러기능이있는걸로아는데 설정방법을 모르겠습니다 공식홈페이지에는 사용설명서 신형만있고 설명서나,1,1,0.0
오피스텔 건물자체는 업무용 오피스텔인데 실제 주거용으로 사용하면 확인설명서 주거용으로 작성해야 하는건가요 오피스텔 주거용으로 작성하면 수수료가 금액에 따라,1,1,0.0
전자소송 준비서면 냈는데 유책이 변호인이 증거설명서 냈네요 어떤식으로 전자소송 양식들어가서 증거설명서 반박 답을 해야될까요 본문 글양식 초성어 사용 금지,1,1,0.0
르노 어플에서 차량 설명서를 열면 항상 열리더니 오늘은 열리네여먼가 네비도 잘될것 같은 느낌적인 느낌,1,1,1.0
며칠전 쓴글인데요 올릴까 말까하다가 올려봅니다 확인설명서 개정 장수가 늘어났어요 하라는 것은 많고 책임은 댑따 지우고 공인중개사들만 죽어나네요,1,1,0.0
설명서만 등록이 상태이고 아직 개봉해서 열어볼 수는 없습니다 일부터 배송이라고 했으니 이제 열흘정도 남았네요,1,1,-1.0
계량기옴니시스템 통신단자 설명서입니다 첨부파일 옴니시스템 통신단자 파일 다운로드 세부 단자설명은 첨부화일에 있습니다,1,1,0.0
클래스 모임 기본정보 클래스 이름 가치나눔 클래스 회차 클래스 주제 사용설명서호흡과 척추 그리고 관절 이해하기 강의 내용 몸을 살리는,1,1,1.0
시행령 시행규칙이 개정되어 확인설명서 작성시 궁금해서 여쭤봅니다 시행에 따른 안내문을 읽어보긴 했는데요 확실히 하고 싶어서 선배님들께 질문드려요 원룸,1,1,1.0
경비실기 사용설명서현대통신 입니다 자세한 설명은 첨부화일 참조 하세요 첨부파일 현대통신 경비실기 파일 다운로드,1,1,0.0
그랜저 연식변경 이후 사용설명서는 새로 안나왔나 라는 질문을 주셨는데요 먼저 답변부터 드리자면 그랜저 사용설명서는 업데이트 된게 없습니다,1,1,-1.0
첨부파일 쉐보레스파크카오디오사용설명서 파일 다운로드 필요하신 분이 있을 같아서 스캔한 김에 올려봅니다 문제되는 사항이면 말씀 주세요,1,1,0.0
빨래방 위치가 서울역에가깝다 보니 외국인 손님들이 많이 오시는 관계로 편하게 이용 하실수 있도록 영문 사용설명서 새로 만들어 걸어 놓았습니다,1,1,2.0
없는 여자 때문에 답답한 남자를 위한 여자 마음 설명서이다 필자의 나이 여자 마음 설명서는 남자에게 여자를 알리려는 목적으로 본다 같은,1,1,-1.0
생초보를 위한 암호화폐 설명서 주의하세요 생초보를 위한 암호화폐 설명서란 암호화폐는 디지털 자산의 일종으로 거래와 기록을 블록체인이라는 분산 원장 기술을 통해,1,1,0.0
확인설명서 개정된거 다운받으려면어디서 받을까요 개정된게 없다면 개정안된것도 상관없어요미리 감사드립니다 속보 중개사법 시행령 최신 개정,1,1,0.75
충분하지않을수있답니다 설명서의 규격은 시동시에 원활한 오일공급에 적합합니다 그래서 설명서 규격이 이모든 조건에 맞게 규정되어있다는 거지요 설명서대로,1,1,1.0
확인설명서는 법정서식이라 작성시 실수하시면 계약파기를 원하는 매수인에게 이유는 확인설명서 양식을 국토부에서 만들어져서 애매한 항목들이 있습니다 가령,1,1,-0.5
현대 아이오닉 페이스리프트 취급 설명서 매뉴얼 첨부파일 아이오닉 취급 설명서 매뉴얼 파일 다운로드,1,1,0.0
주식투자는 투자자에 따라 투기가 되기도 하고 투자가 되기도 합니다 지인이 추천해서 뉴스에서 엔비디아가 좋다고 해서 삼성전자가 우량주식이라고 해서,1,1,2.0
운행중 갑자기 붉은색 배터리모양 경고등에 사용설명서를 참고하시오 메세지 뜨면서 에어컨 시원한 바람이 안나오고 이때 에너지 흐름도를 보면 하이브리드 모드인데,1,1,0.5
자동화재속보기 설명서입니다 대부분 아파트같은데서 근무하시니 이런 작은 연락처 수정했습죠 첨부파일 자동화재속보기 설명서 파일 다운로드,1,1,-2.0
담당자님들 의안설명서는 다들 만드셨나요 회사마다 제작 방식이 다르겠지만 저는 년정도 전임자 하던대로 의안설명서 출력해서 타공하고 앞뒤 표지 넣고 스프링 끼우고,1,1,0.0
사용설명서 다운로드 가능한 있을까요 하루 빌려달래서 빌려 줬는데 시계를 이상하게 세팅해가지고 왔네요 기본 레이아웃으로 돌아가서 예전처럼 사용하고,1,1,0.6666666666666666
우주 사용 설명서 저자 수잔디 출판 하움출판사 발매 우주 사용 설명서란 제목과 표지를 보는 순간 내면의 세계에 관한 책인가 궁금했었다 저자 수잔디에 약력을,1,1,0.0
폰에 저장하고 검색함서 찾을수가 있어서 지류설명서보다 편해서 공유합니다 첨부파일 기아 쏘렌토세대 하이브 사용설명서 파일 다운로드 첨부파일 기아 쏘렌토세대,1,1,2.0
설명서는 삼국 조자룡전 메뉴얼입니다 삼국지파워업키드는 만원 메뉴얼은 만원에 판매합니다 배송은 부피가 작아서 등기로 보내고 직거래는 대구면 가능하십니다,1,1,2.0
상품설명서 모아두고 필요할 찾아보는 선호하는데 이런 경우에 카드사고객센터에 보내달라 요청하면 될까요 베브는 단종이라 설명서가 떨어진건가 싶기도 하고,1,1,-1.0
사용설명서 이죠 오늘도 회원님이 여러번제게 궁금한거 물어보기 미안하셨는지 경고등이 궁금한데 설명서 찾아보니 바로 센터 가야 하는것처럼 적혀 있어서 놀랐다고 연락,1,1,-1.0
확인설명서 작성 권리관계 등기부기재사항 토지 건축물의 소유권에 관한사항 등기부상의 소유자 주소와 주민등록상 주소가 다른경우 반드시 등기부상에 나타나는,1,1,0.0
인터폰 설명서 있으신 계실까요 모델은 공동현관 비밀번호로 들어오는걸까요 비번은 없고 카드키만 있다는데 애들이 매번 들고 다니기 힘들고 설명서는,1,1,-1.5
생초보를 위한 암호화폐 설명서 주의하기 생초보를 위한 암호화폐 설명서란 암호화폐에 대한 이해를 돕기 위한 설명서를 준비했습니다 암호화폐는 디지털 자산의,1,1,0.0
이번에 저희 아파트 자체점검하면서 배부했던 자료 공유합니다 첨부파일 공동주택 세대점검 설명서 파일 다운로드 성실멤버라 허수아비님 이후 댓글 안달리네요,1,1,0.0
확인 설명서에서 소공의 업무가 헷갈리네요 업무수행 했으면 작성 서명날인 해야되는지 시간 부족 시험 난이도 상승 결국 강사력 강추 시간,1,1,0.5
부동산 소장님 사용 설명서 저자 망둥이오성일 출판 아라크네 발매 오성일 저자의 부동산 소장님 사용 설명서는 부동산 초보자 일명 부린이들이 부동산,1,1,0.0
회원님들 대부분 등록증이랑 차량 설명서 조주석 글로브박스수납함에 넣어두셔서 공간 활용이 불편하실텐데 트렁크 열고 사진에 보이는 카바 열면 비밀공간이 나옵니다,1,1,-2.0
골판지전사 설명서 달롱넷에 있나요 아무리 찿아도 없네요 달롱넷처럼 골판지전사 리뷰나 설명서 있는 사이트 궁금합니다 왕눈이님 정크 나눔 조립하고 있는데,1,1,0.3333333333333333
여자 마음 설명서 저자 글보리 출판 두드림미디어 발매 그렇다고 포기하고 마음 설명서를 꺼내들었다 이제부터 여자의 마음을 들여다봐야겠다는 생각으로,1,1,-1.0
조립설명서 전면에 코드가 하나씩 있습니다 내일 사용할 리워드 포인트가 부족하신 분들은 그동안 모아뒀던 조립 설명서 있으시면 코드 찍으셔서 포인트 미리 적립해,1,1,-1.0
확인설명서 양식 출력하는곳이 있을까요 한방은 제가 들어가질 못해요소공이라대표님만 접속하심 주거용 비주거용 출력해서 보려하는데 아시는곳있음 부탁드려요,1,1,0.0
폰에 저장해 두셨다가 급할때 검색을 생활화해야겠네요 첨부파일 메뉴얼사용설명서 파일 다운로드 안전이 최우선입니다 오늘도 행복가득한 하루 되세요,1,1,1.0
요즘은 온새미가 부산 대안학교 거의 대표로 꼽히는듯 합니다 부산 대안학교 온새미학교 유럽여행 풍물공연 토요일 오후 부산 금정구,1,1,0.0
안녕하세요 중국에서 사입 판매 하시는분들 보통 대량으로 주문하면 포장이나 설명서가 없거나 포장 상태가 뜯어지거나 찢어져서 오는 경우가 많더라구요 그래서 포장을 제가,1,1,0.5
초보 개공 개월차 입니다 업무용 오피스텔을 주거용으로 사용하고 있느데 전입신고 안하는 조건으로 임대차계약을 하는데요 이럴땐 확인설명서를 주거용으로 해야하나요,1,1,0.0
세부사항 자료요구 매도인이 고지한이라고 표현해도 맞다고 본거 같은데 동형에선 오답인데 뭐가 맞는건가요 시간 부족 시험 난이도 상승 결국 강사력 공인중개사시험,1,1,-1.0
맞다하는데 제가 생각하기에도 전자기기는 대부분 콘센트 먼저 꼽고 하지않나요 근데 랑케레이시 설명서에는 콘센트 마지막에 하라네요 이게 설명서가 잘못된건지 에휴,1,1,0.5
오랜만에 잇팁 남자 여자 사용설명서를 써보네요 최근 잇팁 남자 여자에 대한 글이 종종 보이길래 사용설명서 사랑편에 대해 적어보려합니다 당신은 행성 잇팁 남자,1,1,2.0
아래의 게시자료는 상업적 저작권이 없는 자료입니다삭제금지 첨부파일 붙임작업중지 해제 절차 설명서 파일 다운로드 예전 자료지만 다시 절차기억할 보기,1,1,-1.0
데칼을 붙히려해도 설명서가 없어 못붙히고 있네요 조립설명서까지는 나와 있고 데칼설명서는 아예 없네요 원래 다반것은 그런건가요 혹시라도 구할수 있을까요,1,1,-0.6666666666666666
니로 풀체인지 사전예약 인증 앱인증도 많이 해주세요 오늘 신차로 나왓는데 인포테이먼트 설명서만 받고 자동차 사용설명서는 안받았는데 원래 안주나요,1,1,1.0
본게임인 설명서 제작에 들어갑니다 포장하면서 상태가 제일 떨어져 보이는 부품들을 따로 챙겨놓고 설명서 제작겸 실제 조립이 가능한지 검증을 위한,1,1,0.5
종류별로 서식 비교한거 이상하게 너무 너무 너무 보기 싫어요 한문제정도 나온다고 하던데 버려도 될까요 시간 부족 시험 난이도 상승 결국 강사력 공인중개사시험,1,1,-1.5
아이오닉 사용설명서가 드디어 홈페이지에 등록되었네요 알려줄 정보가 없으니 출고 연락이 것이니 미리 예습합시다 첨부파일 아이오닉사용설명서 파일 다운로드,1,1,-1.0
가끔 게임 패키지 사진을 보면 게임 설명서에도 비닐 포장을 하시는 분들이 계시더라고요 게임 기종마다 설명서의 규격이 다를텐데 이런 설명서 크기에 맞는 비닐을 구할,1,1,0.0
보통 데칼까지 붙이면 설명서는 미련없이 버리는 편인데요 우리의 달롱넷도 있겠다 걱정 없어서요 그런데 설명서는 처음으로 안버리려구요 그동안 수많은,1,1,-1.75
대출거래약정서에는 고정금리로 되어잇는데 만기까지 대출상품 설명서에는 년주기 변동금리로 체크되어있습니다 설명서는 국토부 관련내용이라 변동금리로,1,1,0.0
인사는 가입인사에 해주세요 운전경력 일차 왕왕왕초보입니다 파워 성격이라 이것저것 검색해보던 와중 설명서를 발견 페이지였나 암튼 정독했네요 웬만하면,1,1,0.0
년도 자산취득비 예산요구설명서 작성에 내년도에 헬스장에 노후기구를 바꾸려고 헬스장에 교체가 필요한 기구종을 예산요구설명서에 작성을 해서,1,1,0.0
